x,y
74.89999389648438,138.3000030517578
75.89999389648438,139.3000030517578
76.89999389648438,139.3000030517578
77.89999389648438,140.3000030517578
79.89999389648438,140.3000030517578
81.89999389648438,140.3000030517578
84.89999389648438,141.3000030517578
89.89999389648438,143.3000030517578
91.89999389648438,144.3000030517578
97.89999389648438,145.3000030517578
102.89999389648438,146.3000030517578
104.89999389648438,147.3000030517578
106.89999389648438,148.3000030517578
109.89999389648438,149.3000030517578
111.89999389648438,149.3000030517578
111.89999389648438,149.3000030517578
112.89999389648438,149.3000030517578
113.89999389648438,149.3000030517578
114.89999389648438,149.3000030517578
116.89999389648438,149.3000030517578
117.89999389648438,150.3000030517578
118.89999389648438,150.3000030517578
119.89999389648438,150.3000030517578
120.89999389648438,150.3000030517578
121.89999389648438,150.3000030517578
123.89999389648438,151.3000030517578
124.89999389648438,152.3000030517578
126.89999389648438,152.3000030517578
127.89999389648438,153.3000030517578
128.89999389648438,153.3000030517578
131.89999389648438,153.3000030517578
133.89999389648438,153.3000030517578
134.89999389648438,154.3000030517578
135.89999389648438,154.3000030517578
137.89999389648438,154.3000030517578
138.89999389648438,154.3000030517578
139.89999389648438,155.3000030517578
141.89999389648438,155.3000030517578
142.89999389648438,156.3000030517578
144.89999389648438,157.3000030517578
146.89999389648438,157.3000030517578
146.89999389648438,157.3000030517578
148.89999389648438,158.3000030517578
149.89999389648438,158.3000030517578
150.89999389648438,158.3000030517578
151.89999389648438,158.3000030517578
152.89999389648438,159.3000030517578
153.89999389648438,159.3000030517578
154.89999389648438,160.3000030517578
155.89999389648438,160.3000030517578
158.89999389648438,160.3000030517578
159.89999389648438,160.3000030517578
160.89999389648438,160.3000030517578
161.89999389648438,160.3000030517578
162.89999389648438,160.3000030517578
163.89999389648438,160.3000030517578
164.89999389648438,160.3000030517578
165.89999389648438,160.3000030517578
167.89999389648438,160.3000030517578
168.89999389648438,160.3000030517578
170.89999389648438,160.3000030517578
172.89999389648438,160.3000030517578
173.89999389648438,159.3000030517578
174.89999389648438,159.3000030517578
175.89999389648438,159.3000030517578
176.89999389648438,159.3000030517578
177.89999389648438,159.3000030517578
179.89999389648438,159.3000030517578
179.89999389648438,159.3000030517578
182.89999389648438,158.3000030517578
182.89999389648438,158.3000030517578
183.89999389648438,158.3000030517578
184.89999389648438,158.3000030517578
184.89999389648438,157.3000030517578
185.89999389648438,156.3000030517578
185.89999389648438,156.3000030517578
185.89999389648438,155.3000030517578
185.89999389648438,154.3000030517578
186.89999389648438,153.3000030517578
187.89999389648438,153.3000030517578
188.89999389648438,152.3000030517578
188.89999389648438,151.3000030517578
188.89999389648438,150.3000030517578
189.89999389648438,149.3000030517578
190.89999389648438,148.3000030517578
190.89999389648438,147.3000030517578
191.89999389648438,147.3000030517578
191.89999389648438,146.3000030517578
191.89999389648438,145.3000030517578
192.89999389648438,145.3000030517578
193.89999389648438,144.3000030517578
193.89999389648438,144.3000030517578
194.89999389648438,143.3000030517578
194.89999389648438,142.3000030517578
195.89999389648438,141.3000030517578
196.89999389648438,141.3000030517578
196.89999389648438,140.3000030517578
197.89999389648438,140.3000030517578
198.89999389648438,140.3000030517578
199.89999389648438,139.3000030517578
200.89999389648438,138.3000030517578
201.89999389648438,138.3000030517578
202.89999389648438,136.3000030517578
203.89999389648438,135.3000030517578
204.89999389648438,135.3000030517578
205.89999389648438,133.3000030517578
207.89999389648438,132.3000030517578
208.89999389648438,131.3000030517578
208.89999389648438,130.3000030517578
210.89999389648438,129.3000030517578
211.89999389648438,128.3000030517578
